"","X","Category","ProductName","Reviewer","Verified","DateOfReview","Rating"
"1597",1597,"shoes","sloggers women's splash waterproof rain and garden shoes, bee blue, 09 us size","janet p.","verified purchase","reviewed in the united states on 17 may 2020",5
"1598",1598,"shoes","sloggers women's splash waterproof rain and garden shoes, bee blue, 09 us size","donna l.","verified purchase","reviewed in the united states on 26 june 2022",4
"1599",1599,"shoes","sloggers women's splash waterproof rain and garden shoes, bee blue, 09 us size","abc","verified purchase","reviewed in the united states on 2 october 2020",5
"1600",1600,"shoes","sloggers women's splash waterproof rain and garden shoes, bee blue, 09 us size","linda f","verified purchase","reviewed in the united states on 18 september 2022",4
"1601",1601,"shoes","salomon men's speedcross 5 gtx trail running shoe","chris","verified purchase","reviewed in australia on 17 december 2023",4
"1602",1602,"shoes","salomon men's speedcross 5 gtx trail running shoe","kristian k.","verified purchase","reviewed in australia on 23 november 2023",5
"1603",1603,"shoes","salomon men's speedcross 5 gtx trail running shoe","chris","verified purchase","reviewed in australia on 17 december 2023",3
"1604",1604,"shoes","salomon men's speedcross 5 gtx trail running shoe","cliente amazon","verified purchase","reviewed in australia on 29 january 2024",5
"1605",1605,"shoes","salomon men's speedcross 5 gtx trail running shoe","guru","verified purchase","reviewed in australia on 3 february 2024",5
"1606",1606,"shoes","salomon men's speedcross 5 gtx trail running shoe","craig64","verified purchase","reviewed in australia on 27 february 2024",5
"1607",1607,"shoes","salomon men's speedcross 5 gtx trail running shoe","lok yiu","verified purchase","reviewed in australia on 4 january 2024",5
"1608",1608,"shoes","salomon men's speedcross 5 gtx trail running shoe","bishal ranjit","verified purchase","reviewed in australia on 13 december 2023",5
"1609",1609,"shoes","salomon men's speedcross 5 gtx trail running shoe","richard wegener","verified purchase","reviewed in australia on 24 april 2023",5
"1610",1610,"shoes","salomon men's speedcross 5 gtx trail running shoe","kristian k.","verified purchase","reviewed in australia on 23 november 2023",5
"1611",1611,"shoes","salomon men's speedcross 5 gtx trail running shoe","chris","verified purchase","reviewed in australia on 17 december 2023",4
"1612",1612,"shoes","salomon men's speedcross 5 gtx trail running shoe","kristian k.","verified purchase","reviewed in australia on 23 november 2023",5
"1613",1613,"shoes","salomon men's speedcross 5 gtx trail running shoe","amazon customer","verified purchase","reviewed in singapore on 15 february 2022",3
"1614",1614,"shoes","salomon men's speedcross 5 gtx trail running shoe","scenicroute81","verified purchase","reviewed in canada on 16 january 2024",5
"1615",1615,"shoes","salomon men's speedcross 5 gtx trail running shoe","lorenzo","verified purchase","reviewed in italy on 2 december 2023",5
"1616",1616,"shoes","salomon men's speedcross 5 gtx trail running shoe","sébastien lacroix","verified purchase","reviewed in france on 10 february 2024",5
"1617",1617,"shoes","salomon men's speedcross 5 gtx trail running shoe","john sumo respeto","verified purchase","reviewed in spain on 19 october 2023",5
"1618",1618,"shoes","salomon men's speedcross 5 gtx trail running shoe","arturo","verified purchase","reviewed in mexico on 26 february 2024",5
"1619",1619,"shoes","salomon men's speedcross 5 gtx trail running shoe","hondo","verified purchase","reviewed in the united states on 31 march 2023",5
"1620",1620,"shoes","salomon men's speedcross 5 gtx trail running shoe","a-te","verified purchase","reviewed in germany on 8 february 2024",5
"1621",1621,"shoes","salomon men's speedcross 5 gtx trail running shoe","chris","verified purchase","reviewed in australia on 17 december 2023",4
"1622",1622,"shoes","salomon men's speedcross 5 gtx trail running shoe","kristian k.","verified purchase","reviewed in australia on 23 november 2023",5
"1623",1623,"shoes","salomon men's speedcross 5 gtx trail running shoe","gilberto vazquez garcia","verified purchase","reviewed in mexico on 6 september 2023",3
"1624",1624,"shoes","salomon men's speedcross 5 gtx trail running shoe","gilberto vazquez garcia","verified purchase","reviewed in the united kingdom on 26 december 2023",5
"1625",1625,"shoes","salomon men's speedcross 5 gtx trail running shoe","my review","verified purchase","reviewed in the united kingdom on 14 may 2023",5
"1626",1626,"shoes","salomon men's speedcross 5 gtx trail running shoe","amazon customer","verified purchase","reviewed in the united states on 31 january 2024",5
"1627",1627,"shoes","salomon men's speedcross 5 gtx trail running shoe","amazon customer","verified purchase","reviewed in mexico on 11 january 2024",5
"1628",1628,"shoes","salomon men's speedcross 5 gtx trail running shoe","gfam","verified purchase","reviewed in france on 26 june 2023",5
"1629",1629,"shoes","salomon men's speedcross 5 gtx trail running shoe","gfam","verified purchase","reviewed in mexico on 12 june 2023",5
"1630",1630,"shoes","salomon men's speedcross 5 gtx trail running shoe","jose luis aguilar guzman","verified purchase","reviewed in italy on 12 september 2023",5
"1631",1631,"shoes","salomon men's speedcross 5 gtx trail running shoe","chris","verified purchase","reviewed in australia on 17 december 2023",4
"1632",1632,"shoes","salomon men's speedcross 5 gtx trail running shoe","kristian k.","verified purchase","reviewed in australia on 23 november 2023",5
"1633",1633,"shoes","salomon men's speedcross 5 gtx trail running shoe","marcel huschenbett","verified purchase","reviewed in germany on 3 february 2024",3
"1634",1634,"shoes","salomon men's speedcross 5 gtx trail running shoe","gunsen","verified purchase","reviewed in germany on 22 december 2023",5
"1635",1635,"shoes","salomon men's speedcross 5 gtx trail running shoe","josé r.","verified purchase","reviewed in mexico on 5 march 2023",5
"1636",1636,"shoes","salomon men's speedcross 5 gtx trail running shoe","liam","verified purchase","reviewed in the united kingdom on 11 february 2024",5
"1637",1637,"shoes","salomon men's speedcross 5 gtx trail running shoe","c. pitbladdo","verified purchase","reviewed in the united kingdom on 30 september 2022",5
"1638",1638,"shoes","salomon men's speedcross 5 gtx trail running shoe","dusi attilio","verified purchase","reviewed in italy on 7 january 2024",5
"1639",1639,"shoes","salomon men's speedcross 5 gtx trail running shoe","鈴木克宏","verified purchase","reviewed in japan on 19 november 2023",5
"1640",1640,"shoes","salomon men's speedcross 5 gtx trail running shoe","cliente amazon","verified purchase","reviewed in spain on 26 january 2024",5
"1641",1641,"shoes","salomon men's speedcross 5 gtx trail running shoe","chris","verified purchase","reviewed in australia on 17 december 2023",4
"1642",1642,"shoes","salomon men's speedcross 5 gtx trail running shoe","kristian k.","verified purchase","reviewed in australia on 23 november 2023",5
"1643",1643,"shoes","salomon men's speedcross 5 gtx trail running shoe","carlo","verified purchase","reviewed in italy on 28 january 2024",3
"1644",1644,"shoes","salomon men's speedcross 5 gtx trail running shoe","小柴美智夫","verified purchase","reviewed in japan on 20 november 2023",4
"1645",1645,"shoes","salomon men's speedcross 5 gtx trail running shoe","phillip f.","verified purchase","reviewed in the united kingdom on 21 october 2023",5
"1646",1646,"shoes","salomon men's speedcross 5 gtx trail running shoe","tremblay jonathan","verified purchase","reviewed in canada on 12 february 2024",5
"1647",1647,"shoes","salomon men's speedcross 5 gtx trail running shoe","f jefferson","verified purchase","reviewed in the united states on 23 february 2024",4
"1648",1648,"shoes","salomon men's speedcross 5 gtx trail running shoe","f jefferson","verified purchase","reviewed in france on 25 september 2023",5
"1649",1649,"shoes","salomon men's speedcross 5 gtx trail running shoe","cheikh obeid","verified purchase","reviewed in germany on 3 february 2024",5
"1650",1650,"shoes","salomon men's speedcross 5 gtx trail running shoe","stepi","verified purchase","reviewed in japan on 11 october 2023",4
"1651",1651,"shoes","crocs mens santa cruz loafers","peter clarkson","verified purchase","reviewed in australia on 2 april 2023",4
"1652",1652,"shoes","crocs mens santa cruz loafers","amazon kunde","verified purchase","reviewed in germany on 28 april 2023",2
"1653",1653,"shoes","crocs mens santa cruz loafers","jose b.","verified purchase","reviewed in brazil on 25 february 2024",5
"1654",1654,"shoes","crocs mens santa cruz loafers","andrea","verified purchase","reviewed in italy on 29 april 2017",3
"1655",1655,"shoes","crocs mens santa cruz loafers","faber moreno","verified purchase","reviewed in the united states on 13 august 2018",5
"1656",1656,"shoes","crocs mens santa cruz loafers","ashraf","verified purchase","reviewed in india on 5 july 2019",4
"1657",1657,"shoes","crocs mens santa cruz loafers","claudia reuter","verified purchase","reviewed in germany on 30 july 2015",4
"1658",1658,"shoes","crocs mens santa cruz loafers","rodrigo rosales ruano","verified purchase","reviewed in mexico on 24 august 2023",5
"1659",1659,"shoes","crocs mens santa cruz loafers","pankaj khanna","verified purchase","reviewed in india on 29 january 2024",2
"1660",1660,"shoes","crocs mens santa cruz loafers","familie griswold","verified purchase","reviewed in germany on 1 september 2015",5
"1661",1661,"shoes","crocs mens santa cruz loafers","justo ","verified purchase","reviewed in spain on 16 august 2017",4
"1662",1662,"shoes","crocs mens santa cruz loafers","ｓｓｓ","verified purchase","reviewed in japan on 18 october 2023",5
"1663",1663,"shoes","crocs mens santa cruz loafers","cristian pitrolo","verified purchase","reviewed in italy on 17 may 2016",4
"1664",1664,"shoes","crocs mens santa cruz loafers","gokul balsy","verified purchase","reviewed in india on 14 july 2019",4
"1665",1665,"shoes","crocs mens santa cruz loafers","didl","verified purchase","reviewed in germany on 17 august 2016",5
"1666",1666,"shoes","crocs mens santa cruz loafers","kumar d.","verified purchase","reviewed in india on 8 august 2022",2
"1667",1667,"shoes","crocs mens santa cruz loafers","kumar d.","verified purchase","reviewed in italy on 31 august 2015",2
"1668",1668,"shoes","crocs mens santa cruz loafers","landi dott. roberto","verified purchase","reviewed in india on 25 june 2023",2
"1669",1669,"shoes","crocs mens santa cruz loafers","nishesh mani tripathi","verified purchase","reviewed in india on 30 april 2018",4
"1670",1670,"shoes","crocs mens santa cruz loafers","adarsha","verified purchase","reviewed in japan on 5 december 2023",4
"1671",1671,"shoes","crocs mens santa cruz loafers","j. posey","verified purchase","reviewed in the united states on 3 september 2023",4
"1672",1672,"shoes","crocs mens santa cruz loafers","amazon customer","verified purchase","reviewed in india on 19 november 2023",5
"1673",1673,"shoes","crocs mens santa cruz loafers","shsah","verified purchase","reviewed in india on 25 march 2018",1
"1674",1674,"shoes","crocs mens santa cruz loafers","mj","verified purchase","reviewed in the united kingdom on 9 september 2013",3
"1675",1675,"shoes","crocs mens santa cruz loafers","amazon customer","verified purchase","reviewed in india on 11 february 2024",5
"1676",1676,"shoes","crocs mens santa cruz loafers","dan p","verified purchase","reviewed in the united states on 9 december 2023",3
"1677",1677,"shoes","crocs mens santa cruz loafers","h. dhyani","verified purchase","reviewed in india on 18 june 2020",5
"1678",1678,"shoes","crocs mens santa cruz loafers","ゲロんpa","verified purchase","reviewed in japan on 26 november 2023",2
"1679",1679,"shoes","crocs mens santa cruz loafers","michele emili","verified purchase","reviewed in italy on 4 september 2015",5
"1680",1680,"shoes","crocs mens santa cruz loafers","souffir","verified purchase","reviewed in france on 23 september 2017",3
"1681",1681,"shoes","crocs mens santa cruz loafers","sai","verified purchase","reviewed in india on 28 october 2023",4
"1682",1682,"shoes","crocs mens santa cruz loafers","msox812","verified purchase","reviewed in the united states on 9 december 2023",5
"1683",1683,"shoes","crocs mens santa cruz loafers","gachupas","verified purchase","reviewed in spain on 7 june 2015",3
"1684",1684,"shoes","crocs mens santa cruz loafers","fj","verified purchase","reviewed in france on 26 august 2015",1
"1685",1685,"shoes","crocs mens santa cruz loafers","william cook","verified purchase","reviewed in the united states on 28 december 2023",5
"1686",1686,"shoes","crocs mens santa cruz loafers","broccoli","verified purchase","reviewed in the united kingdom on 17 may 2014",5
"1687",1687,"shoes","crocs mens santa cruz loafers","amazon カスタマー","verified purchase","reviewed in japan on 11 september 2017",1
"1688",1688,"shoes","crocs mens santa cruz loafers","marco r.","verified purchase","reviewed in italy on 18 may 2017",2
"1689",1689,"shoes","crocs mens santa cruz loafers","mr. a. fisher","verified purchase","reviewed in the united kingdom on 10 september 2015",3
"1690",1690,"shoes","crocs mens santa cruz loafers","amazon customer","verified purchase","reviewed in canada on 4 october 2022",5
"1691",1691,"shoes","crocs mens santa cruz loafers","boomer","verified purchase","reviewed in the united states on 11 december 2023",4
"1692",1692,"shoes","crocs mens santa cruz loafers","franklin premraj","verified purchase","reviewed in india on 13 april 2023",5
"1693",1693,"shoes","crocs mens santa cruz loafers","abraham alí castrellon","verified purchase","reviewed in the united states on 28 november 2023",4
"1694",1694,"shoes","crocs mens santa cruz loafers","a","verified purchase","reviewed in the united states on 11 april 2023",5
"1695",1695,"shoes","crocs mens santa cruz loafers","rickdarook ","verified purchase","reviewed in the united states on 27 october 2023",4
"1696",1696,"shoes","crocs mens santa cruz loafers","深山　康雄","verified purchase","reviewed in japan on 10 september 2023",5
"1697",1697,"shoes","crocs mens santa cruz loafers","armaghan","verified purchase","reviewed in india on 15 july 2023",5
"1698",1698,"shoes","crocs mens santa cruz loafers","armaghan","verified purchase","reviewed in japan on 16 march 2023",2
"1699",1699,"shoes","crocs mens santa cruz loafers","popii","verified purchase","reviewed in india on 4 march 2023",2
"1700",1700,"shoes","crocs mens santa cruz loafers","shiv kumar mishra","verified purchase","reviewed in the united states on 27 february 2023",4
"1701",1701,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","jo","verified purchase","reviewed in australia on 3 february 2024",4
"1702",1702,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","linda","verified purchase","reviewed in australia on 17 september 2023",5
"1703",1703,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","cliente amazon","verified purchase","reviewed in italy on 13 august 2020",5
"1704",1704,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","cliente amazon","verified purchase","reviewed in the united kingdom on 12 december 2023",5
"1705",1705,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","malgorzata lis","verified purchase","reviewed in italy on 9 february 2024",5
"1706",1706,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","roberto","verified purchase","reviewed in the united states on 7 february 2016",5
"1707",1707,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","amazon customer","verified purchase","reviewed in mexico on 20 january 2024",5
"1708",1708,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","chuck bubble","verified purchase","reviewed in mexico on 2 may 2023",5
"1709",1709,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","todo muy bien la entrega rápida y amable ","verified purchase","reviewed in italy on 17 december 2023",5
"1710",1710,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","marta","verified purchase","reviewed in france on 3 july 2023",4
"1711",1711,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","a.s.","verified purchase","reviewed in germany on 18 june 2023",4
"1712",1712,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","irene haberler","verified purchase","reviewed in germany on 3 november 2022",5
"1713",1713,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","andreas koepf","verified purchase","reviewed in germany on 8 june 2013",1
"1714",1714,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","嶺幸","verified purchase","reviewed in japan on 27 july 2022",5
"1715",1715,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","roman d.","verified purchase","reviewed in spain on 22 february 2024",5
"1716",1716,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","silvia","verified purchase","reviewed in sweden on 21 june 2023",5
"1717",1717,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","marcos vasquez","verified purchase","reviewed in mexico on 4 december 2022",5
"1718",1718,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","hunter","verified purchase","reviewed in canada on 10 september 2019",4
"1719",1719,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","maría","verified purchase","reviewed in spain on 8 march 2017",5
"1720",1720,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","maría","verified purchase","reviewed in the united kingdom on 27 january 2024",4
"1721",1721,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","danilo","verified purchase","reviewed in italy on 10 december 2016",4
"1722",1722,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","cliente amazon","verified purchase","reviewed in spain on 12 may 2017",5
"1723",1723,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","alessandra","verified purchase","reviewed in italy on 10 december 2017",4
"1724",1724,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","muhammad hanif","verified purchase","reviewed in the united states on 17 january 2023",5
"1725",1725,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","luisa ghiani","verified purchase","reviewed in italy on 27 december 2023",5
"1726",1726,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","francesco ","verified purchase","reviewed in italy on 6 july 2022",5
"1727",1727,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","candy","verified purchase","reviewed in the united states on 18 april 2014",5
"1728",1728,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","jb","verified purchase","reviewed in france on 29 january 2017",5
"1729",1729,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","あ","verified purchase","reviewed in japan on 17 july 2022",5
"1730",1730,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","martin daudelin","verified purchase","reviewed in canada on 9 april 2019",5
"1731",1731,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","david","verified purchase","reviewed in the united kingdom on 12 october 2023",4
"1732",1732,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","ian pooley","verified purchase","reviewed in the united kingdom on 23 may 2012",5
"1733",1733,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","okeyblokey","verified purchase","reviewed in the united kingdom on 19 april 2016",5
"1734",1734,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","m. friedrich","verified purchase","reviewed in germany on 13 july 2015",5
"1735",1735,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","rook babe","verified purchase","reviewed in the united kingdom on 16 may 2022",5
"1736",1736,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","amazon customer","verified purchase","reviewed in the united kingdom on 6 february 2013",5
"1737",1737,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","f.j.a","verified purchase","reviewed in spain on 11 january 2024",5
"1738",1738,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","leandro","verified purchase","reviewed in italy on 26 january 2014",5
"1739",1739,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","tt4l","verified purchase","reviewed in germany on 1 july 2023",5
"1740",1740,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","silvia","verified purchase","reviewed in italy on 5 december 2021",5
"1741",1741,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","amazon customer","verified purchase","reviewed in the united kingdom on 10 january 2017",4
"1742",1742,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","psychodad","verified purchase","reviewed in germany on 2 february 2023",4
"1743",1743,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","maureen","verified purchase","reviewed in the united states on 13 march 2014",5
"1744",1744,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","とっちー","verified purchase","reviewed in japan on 23 december 2023",5
"1745",1745,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","dasha kvyatkovsky","verified purchase","reviewed in the united states on 28 august 2017",4
"1746",1746,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","stephen","verified purchase","reviewed in canada on 14 november 2016",5
"1747",1747,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","josh logan","verified purchase","reviewed in spain on 23 april 2018",5
"1748",1748,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","francesco l.","verified purchase","reviewed in italy on 12 september 2023",5
"1749",1749,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","ian","verified purchase","reviewed in the united kingdom on 10 july 2012",4
"1750",1750,"shoes","dr. martens unisex 1461 3-eye lace-up smooth leather oxford shoe, black","nic.davies","verified purchase","reviewed in the united kingdom on 9 september 2012",5
"1751",1751,"shoes","skechers men's cessnock food service shoe","gary","verified purchase","reviewed in canada on 8 february 2024",4
"1752",1752,"shoes","skechers men's cessnock food service shoe","ccid","verified purchase","reviewed in the united states on 1 may 2022",5
"1753",1753,"shoes","skechers men's cessnock food service shoe","angel gomez","verified purchase","reviewed in mexico on 24 may 2023",4
"1754",1754,"shoes","skechers men's cessnock food service shoe","likewise","verified purchase","reviewed in the united kingdom on 8 november 2023",1
"1755",1755,"shoes","skechers men's cessnock food service shoe","brett d cohen","verified purchase","reviewed in the united states on 19 january 2024",4
"1756",1756,"shoes","skechers men's cessnock food service shoe","ho nguyen","verified purchase","reviewed in the united states on 2 june 2022",5
"1757",1757,"shoes","skechers men's cessnock food service shoe","ryan l","verified purchase","reviewed in singapore on 9 may 2023",5
"1758",1758,"shoes","skechers men's cessnock food service shoe","pablo","verified purchase","reviewed in the united states on 17 april 2022",5
"1759",1759,"shoes","skechers men's cessnock food service shoe","k1ynobi","verified purchase","reviewed in the united states on 19 july 2023",5
"1760",1760,"shoes","skechers men's cessnock food service shoe","jose f m gonzalez","verified purchase","reviewed in the united states on 21 october 2022",3
"1761",1761,"shoes","skechers men's cessnock food service shoe","sunil kumar ale","verified purchase","reviewed in canada on 8 april 2020",4
"1762",1762,"shoes","skechers men's cessnock food service shoe","blanca garcia","verified purchase","reviewed in mexico on 14 december 2020",5
"1763",1763,"shoes","skechers men's cessnock food service shoe","amazon customer","verified purchase","reviewed in the united states on 25 october 2022",5
"1764",1764,"shoes","skechers men's cessnock food service shoe","diego","verified purchase","reviewed in mexico on 7 april 2021",5
"1765",1765,"shoes","skechers men's cessnock food service shoe","diego","verified purchase","reviewed in canada on 18 january 2024",5
"1766",1766,"shoes","skechers men's cessnock food service shoe","pablo d.","verified purchase","reviewed in the united states on 17 august 2020",5
"1767",1767,"shoes","skechers men's cessnock food service shoe","jose palaguachi","verified purchase","reviewed in the united states on 29 november 2023",5
"1768",1768,"shoes","skechers men's cessnock food service shoe","tim","verified purchase","reviewed in the united states on 11 january 2024",4
"1769",1769,"shoes","skechers men's cessnock food service shoe","jaime","verified purchase","reviewed in singapore on 14 july 2021",5
"1770",1770,"shoes","skechers men's cessnock food service shoe","ntoun ntan","verified purchase","reviewed in the united states on 4 may 2021",5
"1771",1771,"shoes","skechers men's cessnock food service shoe","manuel zuñiga","verified purchase","reviewed in mexico on 21 june 2021",4
"1772",1772,"shoes","skechers men's cessnock food service shoe","manuel zuñiga","verified purchase","reviewed in the united states on 6 june 2021",5
"1773",1773,"shoes","skechers men's cessnock food service shoe","a. muthiraparambath","verified purchase","reviewed in the united states on 21 june 2022",5
"1774",1774,"shoes","skechers men's cessnock food service shoe","peter traversa","verified purchase","reviewed in the united states on 19 april 2021",3
"1775",1775,"shoes","skechers men's cessnock food service shoe","tygahb8","verified purchase","reviewed in canada on 18 may 2021",5
"1776",1776,"shoes","skechers men's cessnock food service shoe","alex","verified purchase","reviewed in the united states on 19 january 2024",2
"1777",1777,"shoes","skechers men's cessnock food service shoe","alex","verified purchase","reviewed in the united states on 9 september 2023",4
"1778",1778,"shoes","skechers men's cessnock food service shoe","coffee dream","verified purchase","reviewed in mexico on 26 november 2023",4
"1779",1779,"shoes","skechers men's cessnock food service shoe","mohammad belal asefi","verified purchase","reviewed in the united states on 1 december 2023",4
"1780",1780,"shoes","skechers men's cessnock food service shoe","ruben","verified purchase","reviewed in canada on 24 april 2023",4
"1781",1781,"shoes","skechers men's cessnock food service shoe","amazon customer","verified purchase","reviewed in the united states on 10 july 2023",4
"1782",1782,"shoes","skechers men's cessnock food service shoe","amazon customer j","verified purchase","reviewed in the united states on 2 august 2022",1
"1783",1783,"shoes","skechers men's cessnock food service shoe","carlos navarrete ","verified purchase","reviewed in mexico on 7 april 2021",5
"1784",1784,"shoes","skechers men's cessnock food service shoe","love2run","verified purchase","reviewed in the united states on 24 january 2024",1
"1785",1785,"shoes","skechers men's cessnock food service shoe","love2run","verified purchase","reviewed in the united states on 9 june 2021",5
"1786",1786,"shoes","skechers men's cessnock food service shoe","john spitzer","verified purchase","reviewed in the united states on 14 february 2024",5
"1787",1787,"shoes","skechers men's cessnock food service shoe","austin cook","verified purchase","reviewed in canada on 22 january 2024",4
"1788",1788,"shoes","skechers men's cessnock food service shoe","joe foster","verified purchase","reviewed in the united states on 7 april 2023",5
"1789",1789,"shoes","skechers men's cessnock food service shoe","ryan covalt","verified purchase","reviewed in the united states on 10 november 2022",5
"1790",1790,"shoes","skechers men's cessnock food service shoe","amazon customer","verified purchase","reviewed in canada on 20 september 2023",5
"1791",1791,"shoes","skechers men's cessnock food service shoe","amazonron","verified purchase","reviewed in the united states on 18 may 2023",4
"1792",1792,"shoes","skechers men's cessnock food service shoe","steven robinson","verified purchase","reviewed in canada on 4 june 2022",5
"1793",1793,"shoes","skechers men's cessnock food service shoe","sam","verified purchase","reviewed in the united states on 21 november 2023",1
"1794",1794,"shoes","skechers men's cessnock food service shoe","madison","verified purchase","reviewed in the united states on 21 february 2024",3
"1795",1795,"shoes","skechers men's cessnock food service shoe","scott fetters","verified purchase","reviewed in the united states on 4 january 2024",5
"1796",1796,"shoes","skechers men's cessnock food service shoe","philippe","verified purchase","reviewed in canada on 18 november 2023",3
"1797",1797,"shoes","skechers men's cessnock food service shoe","kike","verified purchase","reviewed in the united states on 28 february 2024",5
"1798",1798,"shoes","skechers men's cessnock food service shoe","amazon customer","verified purchase","reviewed in the united states on 19 february 2024",4
"1799",1799,"shoes","skechers men's cessnock food service shoe","amazon customer","verified purchase","reviewed in the united states on 31 january 2024",5
"1800",1800,"shoes","skechers men's cessnock food service shoe","alexander concepcion","verified purchase","reviewed in the united states on 29 february 2024",5
"1801",1801,"shoes","skechers","very comfortable and ideal for walking. great price and quick delivery.","verified purchase","reviewed in australia on 5 february 2024",4
"1802",1802,"shoes","skechers","mump","verified purchase","reviewed in australia on 19 september 2022",5
"1803",1803,"shoes","skechers","very comfortable and ideal for walking. great price and quick delivery.","verified purchase","reviewed in australia on 5 february 2024",3
"1804",1804,"shoes","skechers","thanirat limpanichpakdee","verified purchase","reviewed in australia on 22 february 2024",5
"1805",1805,"shoes","skechers","marysa","verified purchase","reviewed in australia on 3 january 2024",5
"1806",1806,"shoes","skechers","lisa chan","verified purchase","reviewed in australia on 30 january 2024",5
"1807",1807,"shoes","skechers","alisa","verified purchase","reviewed in australia on 4 december 2023",4
"1808",1808,"shoes","skechers","amazon customer","verified purchase","reviewed in australia on 26 february 2024",5
"1809",1809,"shoes","skechers","suizeq","verified purchase","reviewed in australia on 25 december 2023",5
"1810",1810,"shoes","skechers","donna","verified purchase","reviewed in australia on 10 january 2024",5
"1811",1811,"shoes","skechers","very comfortable and ideal for walking. great price and quick delivery.","verified purchase","reviewed in australia on 5 february 2024",4
"1812",1812,"shoes","skechers","mump","verified purchase","reviewed in australia on 19 september 2022",5
"1813",1813,"shoes","skechers","teddybear","verified purchase","reviewed in australia on 16 october 2023",3
"1814",1814,"shoes","skechers","jen hannah","verified purchase","reviewed in australia on 11 september 2023",5
"1815",1815,"shoes","skechers","wayne hodges","verified purchase","reviewed in australia on 10 january 2023",5
"1816",1816,"shoes","skechers","liz","verified purchase","reviewed in australia on 1 september 2023",4
"1817",1817,"shoes","skechers","claire","verified purchase","reviewed in australia on 5 september 2023",5
"1818",1818,"shoes","skechers","jorox","verified purchase","reviewed in australia on 28 february 2023",5
"1819",1819,"shoes","skechers","jorox","verified purchase","reviewed in australia on 28 may 2023",5
